"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","1436","python.exe","127.0.0.1","<unnamed>::chr_nf4_gemm_decode_small(const unsigned char *, const unsigned short *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, int, int, int, int, int)","1","7","(128, 1, 1)","(4, 16, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","Kbyte","315,78"
"0","1436","python.exe","127.0.0.1","<unnamed>::chr_nf4_gemm_decode_small(const unsigned char *, const unsigned short *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, int, int, int, int, int)","1","7","(128, 1, 1)","(4, 16, 1)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","Kbyte","46,98"
"0","1436","python.exe","127.0.0.1","<unnamed>::chr_nf4_gemm_decode_small(const unsigned char *, const unsigned short *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, int, int, int, int, int)","1","7","(128, 1, 1)","(4, 16, 1)","0","8.6","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","3,58"
"0","1436","python.exe","127.0.0.1","<unnamed>::chr_nf4_gemm_decode_small(const unsigned char *, const unsigned short *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, int, int, int, int, int)","1","7","(128, 1, 1)","(4, 16, 1)","0","8.6","Command line profiler metrics","launch__block_size","","128"
"0","1436","python.exe","127.0.0.1","<unnamed>::chr_nf4_gemm_decode_small(const unsigned char *, const unsigned short *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, int, int, int, int, int)","1","7","(128, 1, 1)","(4, 16, 1)","0","8.6","Command line profiler metrics","launch__grid_size","","64"
"0","1436","python.exe","127.0.0.1","<unnamed>::chr_nf4_gemm_decode_small(const unsigned char *, const unsigned short *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, int, int, int, int, int)","1","7","(128, 1, 1)","(4, 16, 1)","0","8.6","Command line profiler metrics","launch__registers_per_thread","register/thread","55"
"0","1436","python.exe","127.0.0.1","<unnamed>::chr_nf4_gemm_decode_small(const unsigned char *, const unsigned short *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, int, int, int, int, int)","1","7","(128, 1, 1)","(4, 16, 1)","0","8.6","Command line profiler metrics","launch__shared_mem_per_block_dynamic","Kbyte/block","13,06"
"0","1436","python.exe","127.0.0.1","<unnamed>::chr_nf4_gemm_decode_small(const unsigned char *, const unsigned short *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, int, int, int, int, int)","1","7","(128, 1, 1)","(4, 16, 1)","0","8.6","Command line profiler metrics","sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed","%","0,81"
"0","1436","python.exe","127.0.0.1","<unnamed>::chr_nf4_gemm_decode_small(const unsigned char *, const unsigned short *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, int, int, int, int, int)","1","7","(128, 1, 1)","(4, 16, 1)","0","8.6","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","8,33"
"1","1436","python.exe","127.0.0.1","<unnamed>::chr_nf4_gemm_decode_small(const unsigned char *, const unsigned short *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, int, int, int, int, int)","1","7","(128, 1, 1)","(4, 16, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","Kbyte","315,52"
